ts_code,trade_date,high,low,close
000985.CSI,20221230,4767.521,4749.8835,4756.6236
000985.CSI,20221229,4764.5661,4725.0301,4737.1242
000985.CSI,20221228,4772.0633,4742.3018,4751.5364
000985.CSI,20221227,4785.188,4742.938,4782.1383
000985.CSI,20221226,4746.3868,4692.3007,4739.4693
000985.CSI,20221223,4717.1496,4665.0699,4689.8204
000985.CSI,20221222,4771.119,4688.579,4703.3505
000985.CSI,20221221,4767.1866,4718.0994,4733.7684
000985.CSI,20221220,4794.4524,4731.542,4749.9471
000985.CSI,20221219,4906.1406,4789.0932,4806.9158
000985.CSI,20221216,4913.6206,4875.3492,4897.95
000985.CSI,20221215,4926.7344,4894.6284,4919.8076
000985.CSI,20221214,4936.2123,4902.3726,4913.7376
000985.CSI,20221213,4938.4636,4911.8863,4917.0921
000985.CSI,20221212,4956.9523,4933.2016,4936.6328
000985.CSI,20221209,4979.7004,4927.8837,4973.3481
000985.CSI,20221208,4963.4428,4932.5573,4947.6296
000985.CSI,20221207,4994.0308,4940.2295,4957.9849
000985.CSI,20221206,4984.8657,4932.537,4963.6241
000985.CSI,20221205,4957.2251,4919.2492,4956.8439
000985.CSI,20221202,4919.7159,4884.2869,4893.8191
000985.CSI,20221201,4939.3128,4900.8898,4902.4146
000985.CSI,20221130,4873.0692,4834.4861,4857.8351
000985.CSI,20221129,4861.204,4769.3873,4855.4369
000985.CSI,20221128,4744.8067,4675.5357,4743.2204
000985.CSI,20221125,4796.6849,4760.37,4777.8814
000985.CSI,20221124,4823.1852,4777.2486,4789.0226
000985.CSI,20221123,4813.0605,4743.4447,4792.9668
000985.CSI,20221122,4857.722,4781.0782,4798.7282
000985.CSI,20221121,4831.0289,4778.4261,4831.0289
000985.CSI,20221118,4895.4333,4840.4894,4842.8064
000985.CSI,20221117,4869.6277,4817.2283,4869.6274
000985.CSI,20221116,4923.354,4864.1763,4872.5715
000985.CSI,20221115,4905.3355,4795.045,4905.3355
000985.CSI,20221114,4864.2224,4794.5521,4810.8477
000985.CSI,20221111,4875.3308,4801.8536,4817.242
000985.CSI,20221110,4765.531,4719.8855,4740.9681
000985.CSI,20221109,4821.0562,4771.8193,4774.9044
000985.CSI,20221108,4820.7047,4767.5637,4800.0652
000985.CSI,20221107,4839.1579,4782.9748,4820.802
000985.CSI,20221104,4822.5695,4683.1356,4808.2323
000985.CSI,20221103,4695.134,4647.0364,4683.0308
000985.CSI,20221102,4719.9015,4616.062,4692.0713
000985.CSI,20221101,4634.4229,4506.3707,4634.4229
000985.CSI,20221031,4547.8147,4465.6674,4500.1287
000985.CSI,20221028,4619.8261,4489.7779,4503.1431
000985.CSI,20221027,4697.2337,4640.7167,4640.7167
000985.CSI,20221026,4710.4315,4608.0971,4666.4269
000985.CSI,20221025,4646.6435,4543.6749,4603.8131
000985.CSI,20221024,4758.1309,4591.007,4613.7398
000985.CSI,20221021,4735.6483,4688.8789,4706.9067
000985.CSI,20221020,4775.9011,4668.5659,4711.961
000985.CSI,20221019,4796.9142,4736.7025,4736.7025
000985.CSI,20221018,4829.0143,4778.3614,4795.5139
000985.CSI,20221017,4793.9497,4734.5834,4790.5243
000985.CSI,20221014,4782.7131,4683.8651,4762.0177
000985.CSI,20221013,4690.7083,4619.6664,4651.4818
000985.CSI,20221012,4655.917,4484.6475,4655.917
000985.CSI,20221011,4573.2722,4512.3295,4559.2308
000985.CSI,20221010,4641.3233,4527.804,4537.6906
000985.CSI,20220930,4695.7575,4631.6762,4631.6762
000985.CSI,20220929,4733.2051,4652.7706,4676.9326
000985.CSI,20220928,4776.868,4680.7362,4680.7365
000985.CSI,20220927,4788.6204,4703.3723,4788.6204
000985.CSI,20220926,4784.1011,4699.202,4705.3719
000985.CSI,20220923,4817.1323,4717.1375,4750.7082
000985.CSI,20220922,4846.696,4788.8936,4803.1281
000985.CSI,20220921,4849.1535,4779.09,4828.519
